id,title,price,condition,location,link
,Skeg Guard Protector Ersatz Mercury 150 - 175 PS Optimax & Pro XS 2001-2016,"CHF 79,32",Brandneu,,
277448350805,Taylor 214ce Koa DLX 2016 [2109196385],"CHF 1.356,54",Gebraucht·Taylor,(2546),https://www.ebay.ch/itm/277448350805?itmmeta=01K7XW6RG9WM5361EV9F1CHT5C&hash=item409935dc55:g:wHQAAeSwsPlo8ds0&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02tzOoxKRrXQYvRmZdbbeswNzAoxYAR0YjqWo1B%2BT2UqcN%2B9AxjMQVLQFwuN8UgbYwlcN%2FQ0oGACLW0r18%2Bqs2NnVM0Hpn69IApDbNScBk94DIQsXsw9ue5MjHLF0pM%2BwoGeOIsOrIJPl1i7JUal6nJmqiPFxk4eRvIhvQ1%2BZj16BY9GNXvLyFS61T96sejxZnEErFFkuJ89%2FD1Op6Y9N3L5NUsR6AiCSKMnxzdUo3OdRWCsPBNcWoCxZpuUW%2BEUVvnQzFAPYXdNR%2FTDodb5JoR0%7Ctkp%3ABk9SR6KIm7y_Zg
116797030986,Gibson Midtown Custom - 2014 - Vintage Sunburst mit OHSC,"CHF 1.582,63",Gebraucht·Gibson,(4426),https://www.ebay.ch/itm/116797030986?itmmeta=01K7XW6RG9MGWW5WQ18ZDB5V3H&hash=item1b31a5424a:g:0gEAAeSwPF1o1ccN&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02tvgip441cloZo%2FhkicNNUBIQMy9ylDGsXvTVIpXKHTiAtYL8bAGtER7yynAplSEt7Bwikf7FKbKiU5NE339e2j%2FoJmvo4AnhSK5mI70acslljc8hvcWc0QoY9r6YeBi3TGP88JFB9yOGd%2BxA6W3A8SBxECFKaBw1lOEBEJ98PMTVM%2BvBX6%2FGuUkoVI7Jgh1Y04jMW36R4ZDX1GHo5QXzZjFkZ66%2F3CCAADF0pbTz3sRg%3D%3D%7Ctkp%3ABk9SR6KIm7y_Zg
256746782227,Evermore Album Taylor Swift Akustikgitarre ❤️ NEU **VERSAND SO SCHNELL WIE MÖGLICH** TS Fan Merch,"CHF 475,97",Brandneu·Taylor,(824),https://www.ebay.ch/itm/256746782227?itmmeta=01K7XW6RG9CHQC35KC4XA1NY4N&hash=item3bc74cfe13:g:i6kAAOSwjnhnWTS2&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02u8APJEP3bZl%2B59b6LqtrsRlzvZC%2BXVMKCCpR11CYQcAl3dOLyN1dkem17cUSWp77fozR%2B6HMhNM7QVU7DOpskQGYND8B0552IWUK8R0NDN4XkM8EgxGOZUgjhQxn0nRZ34Vlxya50gU0JjFX9qwi4CESQXO%2B7TDXcD7EIW%2BZbSy8d4nCdxv4nsr4vAthxlnKT61lLh3YM8J84mk5SBQLfrAoBcwbm0EIN2pSzFM%2BwoIU6vDxLGnrpISOwI1E378eMh%2BmlxUgnkNMinstno8Unn%7Ctkp%3ABk9SR6SIm7y_Zg
306520242438,Furch LJ 10-CM Little Jane Reisegitarre mit LR Baggs Element Active Vintage,"CHF 1.475,54",Brandneu·Furch,(45085),https://www.ebay.ch/itm/306520242438?itmmeta=01K7XW6RG9SCAF70NQDEGJAG96&hash=item475e07b906:g:i70AAeSw0FFo2FCI&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vJAQcWwiz8sM2Q5QP9oL6ZE7EVu%2FOmSeJA%2B31nsv7yEE0o56tN%2BDDpUp9BJAWsF71R0%2FvLoXpGJto1NQqrNtqCISwVo0lGk0jGrlvfk9R9VPTBBK1PJtoeopg17Vhk8TpLYGXX8lsO9tb8m3%2BZCVKmns7iJunzFNEy5i8okzfP6ouQv23zD2vkSoyv1sHHMHFzd%2F%2Bie2pnq1T0W%2FbzrqnjEZr%2BF3LT29rz44rDJ0P8kwHEJptBUG3ib2ttOksW5FfGkL%2FJTEm8Zx5v1K%2F%2B176W%7Ctkp%3ABk9SR6SIm7y_Zg
376622275055,Hokada 3165 Akustikgitarre & Koffer,"CHF 42,61",Gebraucht,(14176),https://www.ebay.ch/itm/376622275055?itmmeta=01K7XW6RG9DE4Z1P28FRS6QB0M&hash=item57b06fd9ef:g:w-QAAeSwPqNo7pkZ&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vhH9vPZz8clK2%2FVQBEq470PcTeSf%2BN5iAfqhJBodiaGmW4sBldltwnyYFAvcp3MXMIu84rR3D4A0uikVldWJvxa8Ioi%2B2kRK%2BNaMnr4HYvKljYCL23v%2BI%2B%2FUOvzYh1WNuhinwwGm%2FlHsR%2BKNsSVIveN1gsbhKhcwmRnk2yHBmY9u4ykCHgRXQ48Q2qk6J1lIQ6GzNGCAfCqK0fH%2Bn1G6cn5CIgbxbyNmii21hQ7jbVY37kl3ObGGvWT2%2BVRzkKrdRa%2BjvUWXVwlFm2DoaDYIo9%7Ctkp%3ABk9SR6SIm7y_Zg
277448350747,Ovation 6768 Standard Elite [SN 472318],"CHF 828,21",Gebraucht·Ovation,(2546),https://www.ebay.ch/itm/277448350747?itmmeta=01K7XW6RG9TAV6HDNWN4JW0Q7W&hash=item409935dc1b:g:sTQAAeSwnUxo8dur&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02u3eIiNMjFzz3sj6knq9m%2BopUqn%2BQYueMKUGUG%2FLXTQlJF81JV5WEMGVrPGdA%2Fj%2FOnet46xv8J41vg1MxWi%2FBF4fRTvkxR7GWRRQG4Oi9QWpBFyem%2FHVQ6%2BXkp%2BkbTkfljVmhn1kybQ0HjhaeRwtwsOzn%2BJciOqpxZ%2FtjXFt3%2FNURCvV9VCxRM1BCbJtBAZ8v6ugkbvnXrSlgsOUXuwSgopOaeJfO%2BDov%2BADFwpRc9CTA%3D%3D%7Ctkp%3ABk9SR6SIm7y_Zg
286177377770,Taylor Swift Fearless (Taylor's Version) Akustikgitarre IN HAND!,"CHF 395,86",Brandneu·Taylor,(292),https://www.ebay.ch/itm/286177377770?itmmeta=01K7XW6RG9HK39Q0GBFKZV8ETV&hash=item42a1803dea:g:qH8AAOSwYndnQMpR&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02s3VGa4eCqC%2ByueKns3mZNzTpZt1Wlup%2F4LjchangnhdfeoBZPvXajQ9zl1p9enzKFdedEeDaSMFv6iqpfIALJdGSM2G83xjgOyVxIz1O83TpkjlREhtHWnEIpCzzjx4geb3Af0k1DB6tZTZZauFdEemj4cMfNRqEPuEPzxsSbSdYWrZBSikeOXeUj%2B67skfRP9QWHjUSdce4XuwoUYI6uVJ97w%2F6%2BLmAIkThhhth9MiQ%3D%3D%7Ctkp%3ABk9SR6SIm7y_Zg
135567689462,39 Zoll 00045 geschlitzter Kopf Akustikgitarre Palisander Griffbrett Abalone Inlay,"CHF 254,73",Brandneu·Unbranded,(72),https://www.ebay.ch/itm/135567689462?itmmeta=01K7XW6RG9ZQJ33NY7W22YSF06&hash=item1f9076c6f6:g:2iwAAOSwcDlnts7B&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02v9QYWZRTxHPfTrBeCkCOwesuom%2Fz8tX9Menhv6%2Bq%2FrXt4PvgFWswRs2NQA1OFmXPQGnKslscWMerZ1GF4ieJ7hx4QkXRXjZe0jox5FR9mx4HezqGCNzTvpnSZ2ODMCxtUdoDqE%2F2pedrvDCLC3EJDH9DzwDfSW5MTtAUtFk66il5Cvu8J4XocnPlu1i4Ic9r4GmHS%2BtIGtFa0Va8Gs5sgM216AVY7Se8iv7IXZLLTBI%2F7JWdAvh%2BMB6h53VxGny%2BZTHh7VKQoBY5tFXmc2Iw0x%7Ctkp%3ABFBMpIibvL9m
396985821859,Schwarze D35 Johnny Cash Akustikgitarre massive Fichtendecke Palisander Griffbrett,"CHF 218,16",Brandneu,(413),https://www.ebay.ch/itm/396985821859?itmmeta=01K7XW6RG9V3DR9G4ARZKYMEVC&hash=item5c6e32eaa3:g:YqkAAeSwB0BoqR6M&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vN3B4pwXsxHQL2KHfbyCpse9MqwMTLHZVOJW%2Bm2LbquePs%2BQizOsqVSsoGK84QqHATaFkPIkylNlmw11l9g1gA4OLFcSt2NA5heXqjcr0HQrGeWNGk07SDQP7hfn8imw9pGd4v0bVJS0KxZCsosmutFRwBaVMf03NKN1XrgUJ9ZReLjiuTF10IUViPYTm94J%2By3%2Fv21%2BQ1vIKt1F4kZ%2FnIZpql20lf6P9EyFAtPHYmhkPRWx1biEFyfRdq3Ml8A3UUOPPP0FiNq1MALduJ%2Famo%7Ctkp%3ABFBMpIibvL9m
317366325778,J200 Natrual Akustikgitarre E-Gitarre Palisander Griffbrett 6 Saiten Fichte Korpus,"CHF 275,88",Brandneu·Unbranded,(2),https://www.ebay.ch/itm/317366325778?itmmeta=01K7XW6RG9C66568YV3M80GJ01&hash=item49e481d212:g:KLQAAeSw66xoitfP&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02tJVDFqDX0Du3IehpzTQ%2FrplLkMsQeWz%2FmrbsMBvkwFVUoP1SbWxqDQYtE9M1enxlHnVjlUNbBuZqRhPD29CpjVh%2FJrDhqDHw0h9BZJYPcAkIEQirE2wOuM52qJ9fcZWMdUvRkCTstU%2BJwacNL6VDvk2IAAaHCMqdfS70rwDYbke8BloyjoxZ59yk0T1Q12cXgSWPOU%2F%2BeUctn6wV9%2Beh%2Fh%2F%2BJFeKOkT%2BgnrdFe8xgrStzw7SAAvEBpcKctQU%2F5kLVZJmhqq263eVkY6ToelbdF%7Ctkp%3ABFBMpIibvL9m
267435614417,Vintage GLOBAL DOVE Akustikgitarre Modell 204 Fichtendecke,"CHF 95,20",Gebraucht,(385),https://www.ebay.ch/itm/267435614417?itmmeta=01K7XW6RG98A26AYVW7BS78970&hash=item3e4467a0d1:g:XM4AAeSwgfNo7KY9&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02ujhViAKEJmYtBZ--u2JtXKZ6FsFSVQucneMPhZsbhT3aF38XbvNHvc2HYqRvW3Mwvfo%2B52maXdk21dkb2Y7eNauY%2Fi6e3HKECGmL2aESjK7Ev1E4wJXd2yKzaEf4A1q2XW1kAJ6esBVqL%2BoOOSh1vxVBn9D%2Fv5e23CUzMGpZks75f4flxFhaJ4toL77t2DmKhnx6fh2HGMhIZ%2FT0DSoUddZG8BbELSotSv8IBStu%2BVrPijLRP4mpmsPm%2B4CcE5liF41OBoxiA6ORvz7dovjQr0%7Ctkp%3ABFBMpIibvL9m
157381311274,"National Triolian Vintage Single Cone Resonator von 1928 mit Koffer, erstes Jahr","CHF 6.346,39",Gebraucht·National,(3725),https://www.ebay.ch/itm/157381311274?itmmeta=01K7XW6RG9FV2JHX5Z8W4GHZMF&hash=item24a4a83b2a:g:oWMAAeSwYnFo7o64&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02uL5137dMPBszVhh%2F1EsacLyC1mIbZf5Da985HIAntSkioiLhdPPjvx4J1w87VqSf5SU8A1exntaN3nDmED5Bwt5m61rgVf6t849xoqxjzVggAXq0OlWKHWgLQpHtbP%2BbPld7XNAGkCICoyjuTg1DRSKC5tlZVFmp%2BYxWYB%2BIeflBkn%2F4Hailg7NuF44OfPZ1N4ZzpPsSISla56DiWGOHbGUTc2Nait%2BeOhervsPKxiEQ%3D%3D%7Ctkp%3ABk9SR6SIm7y_Zg
286882153652,Sheeran von Lowden Equals Edition [SN 7473],"CHF 1.578,67",Gebraucht·Lowden,(2546),https://www.ebay.ch/itm/286882153652?itmmeta=01K7XW6RG91YTBG01GTQTFXMMS&hash=item42cb8244b4:g:0TgAAeSwh7do8dtr&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02vI50H2X31Xkc2nkgKvK3nKkMFnOI%2FYDhoAHtWgTndstyl8vLdz8xq6rvoJzsudZSmdpCic1g%2FkNW05qV%2BgDV8bWLV36gkV6wOWSq14hyZ7A3mawjD%2BW8dKKvWCkZfCMdDqWFMoWQSzw2XNk9RHfTdbw5j8Kl3vih9u5139LFGoNMdbzcSpC7t2lIW23w1R%2FLffw1JLgy5ANnp8fr3dqEF1IAFeZIU8%2BACfdgbBoK2qGw%3D%3D%7Ctkp%3ABk9SR6SIm7y_Zg
389103552539,"Akustikgitarre Essentials Kit Saiten, Stimmgerät, Kapodaster, DVD... keine Plektren","CHF 15,86",Neu (Sonstige)·Unbranded,(2840),https://www.ebay.ch/itm/389103552539?itmmeta=01K7XW6RG9GP2VCBB1BZHACVJX&hash=item5a9861081b:g:D5QAAeSw23xo8R9w&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02s63qhRnOjCCzN3i6x4aWr%2B0FnnucKSrh4AulSnWSNWPdroXD86wuDZLs6wST5HXbr5YXtIlwa%2BEsmYZdr4RC7%2BS3HOF8dKMqi2PkQ4wFKSGSRU7AGq1Aj598T6Xy7Vwo7vP%2BeLJCNQ6VLrEeKz9%2F2MJWZ8CfcInlZUZthpGb8ogSyUWogM2pUTn2rATvRfRUMaZWsepm83YwE9RC1CCOZeSDp%2B01Uy8hQB%2F5F3TkABnqkE%2BKWkytBILFV1mjNbW0kTG4P2QfE1M%2BsQaCDZsdRL%7Ctkp%3ABk9SR6SIm7y_Zg
,Spielen lernen Kona Akustikgitarre Starter Pack für Dummies,"CHF 83,30",Gebraucht·Kona,,
267440896432,Neues AngebotHEADWAY HF-25 Akustikgitarre,"CHF 336,36",Gebraucht·Headway,(2193),https://www.ebay.ch/itm/267440896432?itmmeta=01K7XW6RG94PXYKA86ERE47S22&hash=item3e44b839b0:g:cO0AAeSw9FRo86Wd&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02thnlOX57n%2BN4CFlULZUivhDG%2B28VX8nrz2kdQ5zQIKXfJjiIXZHmOw0D%2Bm15FELBNW0MNsiLO8ZkLDM%2BBISsa%2FZ265MMmX9W4FxtQa%2FDf%2Bm8dMna1nXujU2kZ%2F3oycdLgazN%2Bubod6xLYnYs83e7ZyV56iPaKSbnxTHvch%2BA1pGYKfmtQ0T6ja%2BqQnoKwiOZQ4Y6ED4gMAJpCdbxq%2Fl3Poygl4t%2BuHS4XZG4vgd1%2FE1w%3D%3D%7Ctkp%3ABk9SR6aIm7y_Zg
277448351245,Taylor 710ce [SN 20060110123],"CHF 1.395,41",Gebraucht·Taylor,(2546),https://www.ebay.ch/itm/277448351245?itmmeta=01K7XW6RG9KTP6TZAPP9T17VS0&hash=item409935de0d:g:kMAAAeSwR4Fo8dt6&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02sdZzky3i7kixBJ680GceHmCMbDPe41Tv%2BZRfj0rdyURD8DXF4EeJkD0laRGTVdkOl9Rv1hh5gp9KH4d8QV2EHdjaC41SRWkiIi9ha9pwK733JS0CNnlQVL%2BvEEz0Yy2M5xRLSyW3jDzqQHPEmg1hWBDDDzi%2B%2BCztT55DnT5ZSxgiDs%2Fc%2BHvOoVTR3OGhNCPC5M6E%2FKAQLTA0qIopkIiyhUmTXn2Yn0pm6wYGGNpjdJnQ%3D%3D%7Ctkp%3ABk9SR6aIm7y_Zg
353857726733,"41 Zoll Anfänger Cutaway Akustikgitarrenpaket - Starterkit mit Tuner, Gigbag","CHF 75,36",Brandneu,(169946),https://www.ebay.ch/itm/353857726733?itmmeta=01K7XW6RG98DC5JTDWMMCTYXSV&hash=item526390690d:g:b0UAAeSw-bxoL1Od&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vhiHvpcuTAy0UVdXRWjYkxFirC3U%2Fi1gqY2EMruP05juwRB%2BwzjNpOrQeN8LBEnUf9u06XjDmqb1eKdCL9egIptqlZ8vNPWb7V8nFLl4UUbH0uouX6JpJEzqRFyNUY10zqBYdWIpSYhwZD3w679YjBoVCn8nMBfS7SW6%2BpuWAUJD2HtbXdGG%2Fz5s0jKK3dwTGNrjQvE0ijLqxcmCmmgy%2F9oq%2FSp7nRrAuoDs0qW90r5OLgAUG2wmpTGpKOLWKB3kCdqpgcjdEnqcAD1pVQkz1e%7Ctkp%3ABFBMpoibvL9m&var=623232646365
357453112260,Doves in Flight Schlagbrett Akustikgitarre natürliche Fichte massive Decke Vogel-Inlay USA,"CHF 347,47",Brandneu·Unbranded,(12),https://www.ebay.ch/itm/357453112260?itmmeta=01K7XW6RG9Q1YBHWEM14W8NPG3&hash=item5339dda3c4:g:8FYAAeSwBKhonEBU&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vL58aGVGASSRITdTVKzamlskvboWTaZmyt7WRxXd%2FV9ID5NXNZDaaGh15OclfQBxD7qN5VZh09WeCcedsZWbcCCGC53Fr07b8udxbuDguDs067OSHHtMpMoWatVENU5%2FXr9YAhWBb2%2BSiPjITHNmNJIFzFhz%2FZ%2FAWIjlxvXgLEl0KLF61%2BpXmDs9Vnw%2B9Uu2cnbxvOw1KXOo4sQEn%2F9inP0G9XaBZEQ3tjXeoolWBh6UNCastSbCkYIezkld3f%2B8HvySCHn1ritlUCyP%2Bib7xy%7Ctkp%3ABFBMpoibvL9m
267402046945,"2023 Gibson Dove Original - Vintage Cherry Sunburst, LR Baggs VTC, OHSC","CHF 2.775,76",Gebraucht·Gibson,(3196),https://www.ebay.ch/itm/267402046945?itmmeta=01K7XW6RG94GFR0QMB9M1M0192&hash=item3e42676de1:g:RmUAAeSwJoJoxcm~&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vBgXN7HrOHEegyZnAOjbOqD4YofWXunpkzJO5CwKxG%2Bu5Q82KI3z0DpWjazUbXeuMO1U7dSzdokln4fRYwuIrNvMBCQkd0XWohREBEMhoPMqYaSd%2BBU687mQI9DC3ojraa%2Bxf3aY0oxpsWlpdIWnioX%2FIzzeFb7RhVMEC%2F8GvlT4TmGkTKJV8LQLmrA6EEZi9a76m1ontTUgCGxWp7RP0X1Bwif3ror%2BJKhukEwx9SBEWbLqw35eBrr8uEZsMJPhD7jeJq8PPKgFwEnMkU6teH%7Ctkp%3ABk9SR6aIm7y_Zg
277448350939,Gibson MK-53 Made in 1976 [SN 21164],"CHF 1.617,54",Gebraucht·Gibson,(2546),https://www.ebay.ch/itm/277448350939?itmmeta=01K7XW6RG999Z9X99K7F6F6337&hash=item409935dcdb:g:y~IAAeSwKCNo8dut&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02uacyDXCSQILwGSZYxhp%2Fg9gdjxK%2BSluZVE%2BONTrZJiB13t%2Blad2A4nuDIOBYaj%2F3ySR4UmijxgS8W%2F0ghl7ilPaUiJxJTGQt1NoxOsD%2BLE%2BXI5glz9chACUuPHnGWnTUBbejdQvlHfeOvbfLnWPancSYr9K7xNw8p7PhS4t%2FqanPfUR5jeoumyLwLgWjO2Ab2p3HTLhwV5dDTqyjDdiCkM0bFHYf5mK2gaoCDJY1KzcA%3D%3D%7Ctkp%3ABk9SR6aIm7y_Zg
235936408346,Harmony Silvertone Akustikgitarre mit HSC! -LL,"CHF 237,99",Gebraucht·Harmony,(2382),https://www.ebay.ch/itm/235936408346?itmmeta=01K7XW6RGA77VW1A7SZA7CRKM8&hash=item36eee7e31a:g:R0UAAOSwzkBnm8e7&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02s7xmkwZ2c8ve%2B3e%2BJMP1%2B79%2Fmz0fbJLMwxRoaZvltOM3OJmfUmRkzjdCFGHacIXTBGVYkGEnWrURL8ksSPJui%2BQ6oxHHkt6O0c16nvdfv5uRivKwQYlZd5fHzPE6GiVy7MY8qAEnkL3CZkCCXBKMm6Pa1ZyYIFEiIWQUSrv8nZdRqHF%2F8tTmh48zSjsOhtVjvm1CnJWgoA2iTKcqSqpoiif2oHp4QFLIkquaB0NYKpqjPvPPrxU%2BDHX8SvRuGmvLvtYJA0X%2B56YYKymqP9Gm6%2B%7Ctkp%3ABk9SR6aIm7y_Zg
197783401171,Neues AngebotUltimate XL29B Axcel Gitarrenständer. 90er Jahre - Auslaufmodell.  Made in USA.,"CHF 46,80",Gebraucht·Ultimate Support,(1456),https://www.ebay.ch/itm/197783401171?itmmeta=01K7XW6RGATP5ZDF04GWNTT4E9&hash=item2e0ccf32d3:g:ce4AAeSwDI1o86dE&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02si42e%2BN%2BQrzebzzNe2tUgBucW6XFmBjCUx04RK5L22TwsVqxdqaUD5KkrsCV1hhq3EM4mkqNAsyCXUAOhVJWFUDuCjz3Dyt1UxTsb9bQD%2Ft3xKZk2O7BUcVadHMoZAdTnXQaJURaRKcPGVDMPjoZe3LgihhSDb%2F5MKNauhDK0T%2BhOt1tmbNiczFO6pt9f94Z3SBmIG29YrbRuDawju7vExylvccmLBxG1bkbJYX36SBwVfoPG18%2Fd%2FZHT8Jidz6uAUNt4ITUsmxU75jbV0o5W5%7Ctkp%3ABk9SR6aIm7y_Zg
286882153126,Gibson L-00 Standard Vintage Sunburst 2017 [11317024],"CHF 2.256,15",Gebraucht·Gibson,(2546),https://www.ebay.ch/itm/286882153126?itmmeta=01K7XW6RGAG9JEF38FDM89VR25&hash=item42cb8242a6:g:fZUAAeSwKCho8duh&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02uwPDSkMAHicDQS0u6Q6bvu9VyQoO2DeFykNlBCAxCZele0xIMH7Mw%2Fm%2FcvLG5OpPowTdumrChO9O%2BWFeyCUcLmsLpj37da7FQnID2IB8QA4aOQdKYaE5NlEK4m5X%2FTCuTbTNdxAhGAZaA%2FVQKF9mP07mpqXy0Q3xGBbnzSfAG6VdbKPcrf4y7UavRRfyojBL3vm1VGxV2f1GW%2FVumvy8FEtU45uN8xp%2Fjuo76nq%2B5aOp86eTovuURAFzHLqGq0hBT9D5CDD%2FjDlxvdyLlJiaRJ%7Ctkp%3ABk9SR6aIm7y_Zg
277451450410,Neues AngebotTakamine GC3-NAT G-Serie Klassik Korpus Akustikgitarre Natur mit Kyser Klemme,"CHF 285,58",Gebraucht·Takamine,(2409),https://www.ebay.ch/itm/277451450410?itmmeta=01K7XW6RGAC4GXB9J41D70J4SW&hash=item409965282a:g:cZsAAeSwUBVo89ik&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vdC%2FQgsF%2Bh1zPsW8qyktWWVn0x%2F4bYsS00XJfxkeoZhDkhBQbmhi7WVPOCVa%2Ful0vcbk89ecYV5lptMcJ%2FvW4m9V%2B%2BU4Ey%2Bi5uhsIMwk5N38mYARce0rQdBx9IxazrOU8ZjNBIWHtGTCISfAIh450k9HDzEJtkFwGg7ZEKPANCfta%2B%2B9646Tp0waGvgnRcgIXPEOo2pWvCz4S3%2FFHy3TyOT2I8Jl02Apkdo70eSRnVfB6soWmq%2BTLtABPElLZ2bkzw%2BnjdYTctRWnLQVDuCloL%7Ctkp%3ABk9SR6aIm7y_Zg
277448351481,ZUNFT D-35 [SN 174813],"CHF 1.395,41",Gebraucht·Guild,(2546),https://www.ebay.ch/itm/277448351481?itmmeta=01K7XW6RGA7PM9KY3SHP5SY91K&hash=item409935def9:g:lSQAAeSwCEdo8du2&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02tlmqdrH1eUbWyNrd7GdGYtwASaBxQGAP%2BMMOntJp7tGvWu6rJA02ReTTi1Gn2jH350gKaOD%2BmTeJOJmSJE4a7yJ%2BTwroctqNdQNwYg8Eds%2FixbCt7gYll2UwEnNGtNsKKxmT5tZHjLhVFBQVRlXncER3sMHl2slZUPcTMwRIc9f%2FgyQeCOMXH49gMGVqtkrRKrkwqi2pZ98j0%2Bac4sHcWJcTCuDI9EVg%2FJoW8kYESPjw%3D%3D%7Ctkp%3ABk9SR6aIm7y_Zg
286875124445,Martin D-41 Standard Natural [2534109],"CHF 3.114,50",Gebraucht·Martin,(2546),https://www.ebay.ch/itm/286875124445?itmmeta=01K7XW6RGAG3JSKRX94PWZ31J6&hash=item42cb1702dd:g:ygEAAeSwSulo7Lmu&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02s%2FgEY9a%2Fl4wNLkGAAjDSTvsODFz%2F4Nj82YJsWwMc78t%2BspUtere%2F0jZF8uNGWQZXByN8xGZESGpBIXULxpxszFnfdhzjqzwgZHdWVkg6I%2BZ7EKjtnSvCQ6xAlSKTAH%2B%2FPj669ZarbTWvuIEJh2a%2F4pn%2BwKUsV%2BySubagR9PUsuCMyNzB%2Br8U%2F%2BokqNqrpzycDQlWCaN7QRyb2guhGf3rutd2biujixmjIirGMCigMgD%2Bj5hqOmJ8%2F2WP9nE982B6lCFT2c9icmZJFdtBKz7MQs%7Ctkp%3ABk9SR6aIm7y_Zg
267440924517,Neues AngebotMartin 000 Jr-10 609mm Scale,"CHF 793,30",Gebraucht·Martin,(2193),https://www.ebay.ch/itm/267440924517?itmmeta=01K7XW6RGAXWZBEMX5A04NK34P&hash=item3e44b8a765:g:gvEAAeSw8plo86s7&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02vrniBbSjqtkZtKSYnAVZT5e6fOfejI1pW6cjEvOX6Mv8nERodV2hk1i6zK0Pih42h1wlDmiD78Vv8qPxWmTf6bnBdBj7COm08OSGYEOEJWwMhAU36nRy66Ta5dbnj3SWtXlm9mm6MHteGLW%2BxLQwDDqZRjN0VY1ZCjOYQi%2BPxaXGoXOmlYb8O%2FNM%2B02Ma6gYp%2BHTcHhuY0DxPaGHd6jyKEFuh1XYCoZEM1ENOqrtoBZh8yXwYvU%2BEbvWVY3PBsj58Gt0n4If0wSjGv4z3E5QX9%7Ctkp%3ABk9SR6iIm7y_Zg
277448546752,Furch Gitarre Furch Gitarre G23-CRCT [48010],"CHF 1.578,67",Gebraucht·Furch,(2546),https://www.ebay.ch/itm/277448546752?itmmeta=01K7XW6RGA8T6RTVC4NX3H2NSS&hash=item409938d9c0:g:tyIAAeSwkIFo8gB6&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02vkJpvZpxOUHKnjDO9DRj1Zs0zFQL9VJp1c33%2BFdJdJalQuclWihjQrlNitLjssgGG6IUKLrJBYFwvFH6C3RK7UQy7M7xTnkWNup4bO115SFBoetWzLA30fJ%2FUCyNmrBhNO8T1DXop6%2BbbxHOcJB%2BVohwhYavZyFXxzvuSlVn21oCpXjnILStJhJvncx4mfgMb5mLfDSM2Mt1oBHW8RGrQJVdE1p1yJyqKqKCjWpPEW2A%3D%3D%7Ctkp%3ABk9SR6iIm7y_Zg
